timestamp,route_id,trip_id,stop_id,scheduled_departure,actual_departure,mode
2025-09-01 06:29:47,15U,27565954U,3023,2025-09-01 06:29:47,2025-09-01 06:37:11.130798038,tram
2025-09-01 06:29:54,56U,27647808U,3207,2025-09-01 06:29:54,2025-09-01 06:31:38.205155544,bus
2025-09-01 06:29:56,5U,27551726U,2115,2025-09-01 06:29:56,2025-09-01 06:38:05.368603616,bus
2025-09-01 06:30:00,51U,27551950U,240,2025-09-01 06:30:00,2025-09-01 06:30:18.636141234,bus
2025-09-01 06:30:00,56U,27638576U,302,2025-09-01 06:30:00,2025-09-01 06:31:05.276462352,bus
2025-09-01 06:30:00,6U,27638949U,2450,2025-09-01 06:30:00,2025-09-01 06:27:59.644484358,bus
2025-09-01 06:30:02,36U,27571185U,3799,2025-09-01 06:30:02,2025-09-01 06:30:04.365026078,bus
2025-09-01 06:30:03,59U,27562117U,809,2025-09-01 06:30:03,2025-09-01 06:34:42.309976236,bus
2025-09-01 06:30:04,56U,27638585U,3493,2025-09-01 06:30:04,2025-09-01 06:29:50.252455438,bus
2025-09-01 06:30:07,3U,27635143U,778,2025-09-01 06:30:07,2025-09-01 06:30:07.855248364,tram
2025-09-01 06:30:09,1510E,1964928E,3530,2025-09-01 06:30:09,2025-09-01 06:37:52.188101412,bus
2025-09-01 06:30:11,5137E,1966172E,7492,2025-09-01 06:30:11,2025-09-01 06:31:39.918194348,bus
2025-09-01 06:30:12,4U,27550452U,1684,2025-09-01 06:30:12,2025-09-01 06:29:43.006080624,tram
2025-09-01 06:30:14,2014E,1965747E,6755,2025-09-01 06:30:14,2025-09-01 06:27:44.442094532,bus
2025-09-01 06:30:19,42U,27646538U,157,2025-09-01 06:30:19,2025-09-01 06:30:01.211257816,bus
2025-09-01 06:30:21,67U,27563278U,1147,2025-09-01 06:30:21,2025-09-01 06:31:22.420231116,bus
2025-09-01 06:30:24,59U,27552889U,1886,2025-09-01 06:30:24,2025-09-01 06:30:07.215145375,bus
2025-09-01 06:30:28,8U,27570786U,2198,2025-09-01 06:30:28,2025-09-01 06:37:05.806745170,bus
2025-09-01 06:30:29,3107E,1964662E,1184,2025-09-01 06:30:29,2025-09-01 06:31:10.847746058,bus
2025-09-01 06:30:35,4NU,27653980U,3566,2025-09-01 06:30:35,2025-09-01 06:32:25.620401606,bus
2025-09-01 06:30:38,15U,27633533U,3174,2025-09-01 06:30:38,2025-09-01 06:38:26.565116012,tram
2025-09-01 06:30:38,55U,27561636U,3513,2025-09-01 06:30:38,2025-09-01 06:32:48.821488298,bus
2025-09-01 06:30:55,32U,27549425U,1791,2025-09-01 06:30:55,2025-09-01 06:29:09.934211074,bus
2025-09-01 06:31:00,13U,27633008U,1653,2025-09-01 06:31:00,2025-09-01 06:28:14.988683760,tram
2025-09-01 06:31:00,63U,27569572U,2635,2025-09-01 06:31:00,2025-09-01 06:31:12.048082932,bus
2025-09-01 06:31:00,71U,27576893U,1241,2025-09-01 06:31:00,2025-09-01 06:33:18.892125756,bus
2025-09-01 06:31:00,84U,27555600U,7927,2025-09-01 06:31:00,2025-09-01 06:34:18.810445740,bus
2025-09-01 06:31:09,45BU,27646727U,2248,2025-09-01 06:31:09,2025-09-01 06:43:01.482694062,bus
2025-09-01 06:31:11,17U,27616558U,2006,2025-09-01 06:31:11,2025-09-01 06:29:00.296018414,bus
2025-09-01 06:31:12,47U,27560940U,292,2025-09-01 06:31:12,2025-09-01 06:34:17.685477432,bus
2025-09-01 06:31:12,47U,27637438U,292,2025-09-01 06:31:12,2025-09-01 06:31:27.813111876,bus
2025-09-01 06:31:13,4154E,1965113E,6509,2025-09-01 06:31:13,2025-09-01 06:34:01.326854182,bus
2025-09-01 06:31:18,5095E,1965765E,6710,2025-09-01 06:31:18,2025-09-01 06:56:18.000000000,bus
2025-09-01 06:31:21,15U,27565882U,1637,2025-09-01 06:31:21,2025-09-01 06:28:36.384182772,tram
2025-09-01 06:31:27,45U,21379054U,2245,2025-09-01 06:31:27,2025-09-01 06:35:50.189617764,bus
2025-09-01 06:31:33,4108E,1966813E,6048,2025-09-01 06:31:33,2025-09-01 06:29:09.331377906,bus
2025-09-01 06:31:42,66U,27554061U,1824,2025-09-01 06:31:42,2025-09-01 06:31:51.485134740,bus
2025-09-01 06:31:45,75U,27649957U,1359,2025-09-01 06:31:45,2025-09-01 06:33:56.839756920,bus
2025-09-01 06:31:55,18U,27634233U,3584,2025-09-01 06:31:55,2025-09-01 06:34:43.261772716,bus
2025-09-01 06:31:55,4U,27636222U,1933,2025-09-01 06:31:55,2025-09-01 06:29:59.312477224,tram
2025-09-01 06:31:58,44U,27560666U,3650,2025-09-01 06:31:58,2025-09-01 06:34:29.662573305,bus
2025-09-01 06:32:00,1224E,1966854E,8535,2025-09-01 06:32:00,2025-09-01 06:35:41.052334578,bus
2025-09-01 06:32:00,12U,27565556U,2645,2025-09-01 06:32:00,2025-09-01 06:34:56.585159658,bus
2025-09-01 06:32:01,55U,27630961U,3505,2025-09-01 06:32:01,2025-09-01 06:35:47.626686100,bus
2025-09-01 06:32:06,45BU,27646742U,271,2025-09-01 06:32:06,2025-09-01 06:29:06.000000000,bus
2025-09-01 06:32:06,66U,27554006U,471,2025-09-01 06:32:06,2025-09-01 06:31:20.705376390,bus
2025-09-01 06:32:11,68U,27656019U,3199,2025-09-01 06:32:11,2025-09-01 06:36:26.674609700,bus
2025-09-01 06:32:12,3092E,1967443E,7111,2025-09-01 06:32:12,2025-09-01 06:34:28.273535760,bus
2025-09-01 06:32:15,17U,27634170U,3437,2025-09-01 06:32:15,2025-09-01 06:32:47.888389451,bus
2025-09-01 06:32:17,72U,27554548U,1003,2025-09-01 06:32:17,2025-09-01 06:29:17.000000000,bus
2025-09-01 06:32:19,SE1U,27564955U,384,2025-09-01 06:32:19,2025-09-01 06:34:40.659134758,bus
2025-09-01 06:32:24,45U,27637296U,2259,2025-09-01 06:32:24,2025-09-01 06:31:06.937470918,bus
2025-09-01 06:32:39,4U,27636257U,3658,2025-09-01 06:32:39,2025-09-01 06:37:54.535841082,tram
2025-09-01 06:32:44,30U,27635322U,2059,2025-09-01 06:32:44,2025-09-01 06:33:04.029226844,bus
2025-09-01 06:32:44,52U,27659254U,1045,2025-09-01 06:32:44,2025-09-01 06:35:58.733079074,bus
2025-09-01 06:32:47,68U,27554197U,1434,2025-09-01 06:32:47,2025-09-01 06:33:24.403458710,bus
2025-09-01 06:32:50,18U,27652370U,3585,2025-09-01 06:32:50,2025-09-01 06:36:28.153150358,bus
2025-09-01 06:32:51,72U,27656298U,1101,2025-09-01 06:32:51,2025-09-01 06:37:02.527336746,bus
2025-09-01 06:32:52,18U,27634212U,3433,2025-09-01 06:32:52,2025-09-01 06:36:36.860126896,bus
2025-09-01 06:32:55,62U,27553400U,439,2025-09-01 06:32:55,2025-09-01 06:29:55.000000000,bus
2025-09-01 06:32:58,63U,27639524U,3070,2025-09-01 06:32:58,2025-09-01 06:36:15.447578710,bus
2025-09-01 06:32:59,44U,27551135U,548,2025-09-01 06:32:59,2025-09-01 06:32:22.731734930,bus
2025-09-01 06:33:00,11U,27632729U,2675,2025-09-01 06:33:00,2025-09-01 06:34:11.408085294,bus
2025-09-01 06:33:00,30U,27567126U,896,2025-09-01 06:33:00,2025-09-01 06:37:07.872437549,bus
2025-09-01 06:33:19,39U,27658712U,214,2025-09-01 06:33:19,2025-09-01 06:30:19.000000000,bus
2025-09-01 06:33:19,59U,27648095U,803,2025-09-01 06:33:19,2025-09-01 06:36:28.293051178,bus
2025-09-01 06:33:19,64U,27639806U,575,2025-09-01 06:33:19,2025-09-01 06:32:06.900719266,bus
2025-09-01 06:33:27,34U,27645157U,177,2025-09-01 06:33:27,2025-09-01 06:36:26.020197960,bus
2025-09-01 06:33:32,39U,27577697U,1136,2025-09-01 06:33:32,2025-09-01 06:40:52.013494436,bus
2025-09-01 06:33:37,5U,27568674U,2545,2025-09-01 06:33:37,2025-09-01 06:38:48.287629180,bus
2025-09-01 06:33:42,59U,27562135U,1892,2025-09-01 06:33:42,2025-09-01 06:34:39.176845644,bus
2025-09-01 06:33:42,CP1U,27545646U,2424,2025-09-01 06:33:42,2025-09-01 06:43:15.860201916,bus
2025-09-01 06:33:52,13U,27651642U,3013,2025-09-01 06:33:52,2025-09-01 06:38:26.750972938,tram
2025-09-01 06:34:00,16CDU,27633753U,3276,2025-09-01 06:34:00,2025-09-01 06:39:37.057971138,tram
2025-09-01 06:34:00,16CDU,27643523U,3204,2025-09-01 06:34:00,2025-09-01 06:37:53.141439354,tram
2025-09-01 06:34:00,30U,27644844U,2023,2025-09-01 06:34:00,2025-09-01 06:37:06.860778660,bus
2025-09-01 06:34:00,4U,27636190U,3593,2025-09-01 06:34:00,2025-09-01 06:34:34.645002348,tram
2025-09-01 06:34:00,55U,27568948U,2395,2025-09-01 06:34:00,2025-09-01 06:31:00.000000000,bus
2025-09-01 06:34:00,63U,27639496U,2635,2025-09-01 06:34:00,2025-09-01 06:41:07.225884300,bus
2025-09-01 06:34:06,62U,27562654U,1555,2025-09-01 06:34:06,2025-09-01 06:36:02.907138132,bus
2025-09-01 06:34:11,61U,27569382U,1678,2025-09-01 06:34:11,2025-09-01 06:32:34.736062958,bus
2025-09-01 06:34:16,33U,27559083U,3644,2025-09-01 06:34:16,2025-09-01 06:36:55.380264808,bus
2025-09-01 06:34:17,63BU,27639595U,125,2025-09-01 06:34:17,2025-09-01 06:34:41.290218284,bus
2025-09-01 06:34:18,2U,27652644U,3712,2025-09-01 06:34:18,2025-09-01 06:31:18.000000000,bus
2025-09-01 06:34:18,56U,27647808U,601,2025-09-01 06:34:18,2025-09-01 06:33:26.088589290,bus
2025-09-01 06:34:18,66U,27640057U,272,2025-09-01 06:34:18,2025-09-01 06:33:23.803207380,bus
2025-09-01 06:34:21,52U,27659254U,480,2025-09-01 06:34:21,2025-09-01 06:36:11.535734622,bus
2025-09-01 06:34:24,2U,27548499U,670,2025-09-01 06:34:24,2025-09-01 06:38:46.079749014,bus
2025-09-01 06:34:24,73U,27554667U,1347,2025-09-01 06:34:24,2025-09-01 06:35:49.626470922,bus
2025-09-01 06:34:25,58U,27638616U,696,2025-09-01 06:34:25,2025-09-01 06:36:55.215765928,bus
2025-09-01 06:34:29,12U,27632898U,2366,2025-09-01 06:34:29,2025-09-01 06:35:06.187443608,bus
2025-09-01 06:34:29,16CDU,27643595U,3287,2025-09-01 06:34:29,2025-09-01 06:32:51.654451706,tram
2025-09-01 06:34:38,43U,27568242U,2159,2025-09-01 06:34:38,2025-09-01 06:38:24.589199552,bus
2025-09-01 06:34:39,56U,27647847U,609,2025-09-01 06:34:39,2025-09-01 06:39:23.894248554,bus
2025-09-01 06:34:43,44U,27646649U,1498,2025-09-01 06:34:43,2025-09-01 06:31:55.791129952,bus
2025-09-01 06:34:47,27U,27652819U,1097,2025-09-01 06:34:47,2025-09-01 06:33:07.969018460,bus
2025-09-01 06:34:50,56U,27638449U,3430,2025-09-01 06:34:50,2025-09-01 06:38:17.546869532,bus
2025-09-01 06:34:50,64U,27648961U,2494,2025-09-01 06:34:50,2025-09-01 06:41:27.332330984,bus
2025-09-01 06:34:59,12U,27651591U,3703,2025-09-01 06:34:59,2025-09-01 06:39:55.773622970,bus
2025-09-01 06:35:00,3092E,1965640E,8324,2025-09-01 06:35:00,2025-09-01 06:37:21.997749006,bus
2025-09-01 06:35:00,3329E,1964829E,1614,2025-09-01 06:35:00,2025-09-01 06:34:04.357322712,bus
2025-09-01 06:35:01,58U,27593441U,2644,2025-09-01 06:35:01,2025-09-01 06:35:32.432947449,bus
2025-09-01 06:35:05,72BU,27554526U,1288,2025-09-01 06:35:05,2025-09-01 06:36:19.273171310,bus
2025-09-01 06:35:13,14U,27547391U,1794,2025-09-01 06:35:13,2025-09-01 06:32:14.993045692,bus
2025-09-01 06:35:14,4U,27612323U,2581,2025-09-01 06:35:14,2025-09-01 06:37:35.407286720,tram
2025-09-01 06:35:16,67U,27569917U,1301,2025-09-01 06:35:16,2025-09-01 06:40:33.728790190,bus
2025-09-01 06:35:17,70U,27649559U,494,2025-09-01 06:35:17,2025-09-01 06:34:47.974496522,bus
2025-09-01 06:35:28,30U,18498299U,2045,2025-09-01 06:35:28,2025-09-01 06:38:21.188407546,bus
2025-09-01 06:35:35,45BU,27551261U,2234,2025-09-01 06:35:35,2025-09-01 06:37:07.382601104,bus
2025-09-01 06:35:38,55U,27654892U,3513,2025-09-01 06:35:38,2025-09-01 06:40:50.868854270,bus
2025-09-01 06:35:40,64U,27639764U,2503,2025-09-01 06:35:40,2025-09-01 06:41:22.142065954,bus
2025-09-01 06:35:41,4U,27550239U,1976,2025-09-01 06:35:41,2025-09-01 06:36:16.013646218,tram
2025-09-01 06:35:44,50U,27568766U,316,2025-09-01 06:35:44,2025-09-01 06:32:47.020182398,bus
2025-09-01 06:35:47,18U,27548332U,3570,2025-09-01 06:35:47,2025-09-01 06:44:11.134784582,bus
2025-09-01 06:35:48,SE1U,27642000U,423,2025-09-01 06:35:48,2025-09-01 06:41:26.544450768,bus
2025-09-01 06:35:50,75U,27640863U,641,2025-09-01 06:35:50,2025-09-01 06:33:07.457598878,bus
2025-09-01 06:35:54,13U,27643094U,3014,2025-09-01 06:35:54,2025-09-01 06:39:33.899152764,tram
2025-09-01 06:35:57,67U,27563204U,1155,2025-09-01 06:35:57,2025-09-01 06:34:03.253598886,bus
2025-09-01 06:35:58,51U,27647306U,234,2025-09-01 06:35:58,2025-09-01 06:32:58.000000000,bus
2025-09-01 06:35:58,68U,27640158U,1207,2025-09-01 06:35:58,2025-09-01 06:35:52.324915162,bus
2025-09-01 06:36:00,15U,27547653U,3142,2025-09-01 06:36:00,2025-09-01 06:34:44.886846018,tram
2025-09-01 06:36:00,4512E,1967505E,5621,2025-09-01 06:36:00,2025-09-01 06:37:12.471614844,bus
2025-09-01 06:36:00,5145E,1964991E,6450,2025-09-01 06:36:00,2025-09-01 06:34:32.466872178,bus
2025-09-01 06:36:00,52U,27659136U,2852,2025-09-01 06:36:00,2025-09-01 06:39:27.710627400,bus
2025-09-01 06:36:00,63BU,27562785U,1766,2025-09-01 06:36:00,2025-09-01 06:36:16.877857518,bus
2025-09-01 06:36:03,8U,27641293U,3533,2025-09-01 06:36:03,2025-09-01 06:36:18.255995568,bus
2025-09-01 06:36:13,2027E,1967603E,5852,2025-09-01 06:36:13,2025-09-01 06:33:13.000000000,bus
2025-09-01 06:36:13,63BU,27569683U,983,2025-09-01 06:36:13,2025-09-01 06:38:52.723728640,bus
2025-09-01 06:36:15,3092E,1967318E,7119,2025-09-01 06:36:15,2025-09-01 06:38:40.694311158,bus
2025-09-01 06:36:19,2354E,1966993E,8587,2025-09-01 06:36:19,2025-09-01 06:36:58.391357068,bus
2025-09-01 06:36:24,34U,27645236U,3413,2025-09-01 06:36:24,2025-09-01 06:41:07.572732408,bus
2025-09-01 06:36:25,30U,27635339U,2325,2025-09-01 06:36:25,2025-09-01 06:36:24.239244736,bus
2025-09-01 06:36:28,36NU,27572221U,2205,2025-09-01 06:36:28,2025-09-01 06:36:38.591605552,bus
2025-09-01 06:36:37,29U,27558619U,807,2025-09-01 06:36:37,2025-09-01 06:36:52.211320438,bus
2025-09-01 06:36:44,45U,27637296U,61,2025-09-01 06:36:44,2025-09-01 06:38:24.059482514,bus
2025-09-01 06:36:46,72U,27554584U,1779,2025-09-01 06:36:46,2025-09-01 06:36:09.953875864,bus
2025-09-01 06:36:48,16CDU,27618077U,3209,2025-09-01 06:36:48,2025-09-01 06:35:11.476624938,tram
2025-09-01 06:36:50,33U,27653284U,1037,2025-09-01 06:36:50,2025-09-01 06:52:58.998560372,bus
2025-09-01 06:36:50,4U,27612253U,422,2025-09-01 06:36:50,2025-09-01 06:37:10.964997218,tram
2025-09-01 06:36:54,56U,27654944U,597,2025-09-01 06:36:54,2025-09-01 06:39:35.502129534,bus
2025-09-01 06:37:00,1091E,1967165E,6963,2025-09-01 06:37:00,2025-09-01 06:38:06.880940598,bus
2025-09-01 06:37:00,15U,27633540U,3184,2025-09-01 06:37:00,2025-09-01 06:39:57.801236238,tram
2025-09-01 06:37:00,16CDU,27617967U,1108,2025-09-01 06:37:00,2025-09-01 06:40:12.220047738,tram
2025-09-01 06:37:00,76U,27564055U,1366,2025-09-01 06:37:00,2025-09-01 06:40:29.484233100,bus
2025-09-01 06:37:00,METROU,22853283U,3621,2025-09-01 06:37:00,2025-09-01 06:37:26.170377150,metro
2025-09-01 06:37:03,SE1U,27564955U,415,2025-09-01 06:37:03,2025-09-01 06:42:07.450135254,bus
2025-09-01 06:37:07,CP1U,27545623U,2487,2025-09-01 06:37:07,2025-09-01 06:39:03.939364330,bus
2025-09-01 06:37:17,62U,27648604U,927,2025-09-01 06:37:17,2025-09-01 06:39:03.022205660,bus
2025-09-01 06:37:18,67U,27657569U,1153,2025-09-01 06:37:18,2025-09-01 06:37:28.256686788,bus
2025-09-01 06:37:22,16CSU,27633869U,3406,2025-09-01 06:37:22,2025-09-01 06:38:15.070896004,tram
2025-09-01 06:37:22,3133E,1966467E,6727,2025-09-01 06:37:22,2025-09-01 06:38:21.020302342,bus
2025-09-01 06:37:29,15U,27651972U,2969,2025-09-01 06:37:29,2025-09-01 06:43:52.255642664,tram
2025-09-01 06:37:32,30U,27653119U,3174,2025-09-01 06:37:32,2025-09-01 06:41:48.958239914,bus
2025-09-01 06:37:35,58U,27648000U,3837,2025-09-01 06:37:35,2025-09-01 06:35:14.944094714,bus
2025-09-01 06:37:36,11U,27651459U,2962,2025-09-01 06:37:36,2025-09-01 06:37:11.649555024,bus
2025-09-01 06:37:38,3U,27635201U,1011,2025-09-01 06:37:38,2025-09-01 06:43:07.243634522,tram
2025-09-01 06:37:45,56U,27654970U,642,2025-09-01 06:37:45,2025-09-01 06:42:52.978660841,bus
2025-09-01 06:37:47,17U,27643896U,3807,2025-09-01 06:37:47,2025-09-01 06:40:10.792647998,bus
2025-09-01 06:37:51,67U,27657776U,1156,2025-09-01 06:37:51,2025-09-01 07:02:51.000000000,bus
2025-09-01 06:37:55,58U,27638640U,3703,2025-09-01 06:37:55,2025-09-01 06:42:28.669971628,bus
2025-09-01 06:37:57,44U,27551135U,2391,2025-09-01 06:37:57,2025-09-01 06:43:03.454962174,bus
2025-09-01 06:38:00,13U,27633008U,3018,2025-09-01 06:38:00,2025-09-01 06:44:09.301906974,tram
2025-09-01 06:38:00,15U,27547616U,1619,2025-09-01 06:38:00,2025-09-01 06:48:59.882725974,tram
2025-09-01 06:38:00,15U,27643366U,3019,2025-09-01 06:38:00,2025-09-01 06:38:31.682740410,tram
2025-09-01 06:38:00,46U,27637396U,1778,2025-09-01 06:38:00,2025-09-01 06:47:36.354228168,bus
2025-09-01 06:38:00,60U,27553108U,814,2025-09-01 06:38:00,2025-09-01 06:37:11.511256632,bus
2025-09-01 06:38:00,79BU,27564323U,2541,2025-09-01 06:38:00,2025-09-01 06:35:00.000000000,bus
2025-09-01 06:38:00,METROU,22853025U,8648,2025-09-01 06:38:00,2025-09-01 06:41:05.985363816,metro
2025-09-01 06:38:06,58BU,27561994U,2655,2025-09-01 06:38:06,2025-09-01 06:39:05.395992096,bus
2025-09-01 06:38:09,5U,27568674U,2647,2025-09-01 06:38:09,2025-09-01 06:38:45.257901780,bus
2025-09-01 06:38:11,11U,27546795U,1466,2025-09-01 06:38:11,2025-09-01 06:38:44.984136038,bus
2025-09-01 06:38:15,16CSU,27643743U,3412,2025-09-01 06:38:15,2025-09-01 06:39:52.628621166,tram
2025-09-01 06:38:15,18U,27548376U,3526,2025-09-01 06:38:15,2025-09-01 06:40:30.407567520,bus
2025-09-01 06:38:22,58BU,27569084U,3701,2025-09-01 06:38:22,2025-09-01 06:35:22.000000000,bus
2025-09-01 06:38:22,58BU,27655071U,3701,2025-09-01 06:38:22,2025-09-01 06:38:35.747050252,bus
2025-09-01 06:38:26,22U,24811653U,578,2025-09-01 06:38:26,2025-09-01 06:37:22.487555750,bus
2025-09-01 06:38:37,18U,27566416U,1173,2025-09-01 06:38:37,2025-09-01 06:40:09.147315976,bus
2025-09-01 06:38:37,33U,27653218U,2831,2025-09-01 06:38:37,2025-09-01 06:41:19.841203888,bus
2025-09-01 06:38:41,1091E,1964517E,6966,2025-09-01 06:38:41,2025-09-01 06:35:41.000000000,bus
2025-09-01 06:38:44,30U,27594217U,2024,2025-09-01 06:38:44,2025-09-01 06:36:51.661949372,bus
2025-09-01 06:38:59,11U,27556818U,1443,2025-09-01 06:38:59,2025-09-01 06:36:16.461802670,bus
2025-09-01 06:39:00,15U,27557316U,3398,2025-09-01 06:39:00,2025-09-01 06:44:41.614436142,tram
2025-09-01 06:39:00,55U,27638298U,607,2025-09-01 06:39:00,2025-09-01 06:36:00.000000000,bus
2025-09-01 06:39:00,58U,27561934U,724,2025-09-01 06:39:00,2025-09-01 06:37:41.338482852,bus
2025-09-01 06:39:00,METROU,24516836U,3637,2025-09-01 06:39:00,2025-09-01 06:43:29.857696764,metro
2025-09-01 06:39:03,36U,27559498U,3800,2025-09-01 06:39:03,2025-09-01 06:41:23.944612710,bus
2025-09-01 06:39:06,34U,27645191U,180,2025-09-01 06:39:06,2025-09-01 06:43:02.386382172,bus
2025-09-01 06:39:06,75U,27554808U,2398,2025-09-01 06:39:06,2025-09-01 06:40:36.433059311,bus
2025-09-01 06:39:11,1086E,1966384E,5368,2025-09-01 06:39:11,2025-09-01 06:36:11.000000000,bus
2025-09-01 06:39:12,55U,27647737U,2489,2025-09-01 06:39:12,2025-09-01 06:44:40.965984888,bus
2025-09-01 06:39:13,46U,27560883U,228,2025-09-01 06:39:13,2025-09-01 06:40:13.012304626,bus
2025-09-01 06:39:16,77U,27564199U,2942,2025-09-01 06:39:16,2025-09-01 06:43:56.982992782,bus
2025-09-01 06:39:18,12U,27546948U,2447,2025-09-01 06:39:18,2025-09-01 06:39:24.152786046,bus
2025-09-01 06:39:18,17U,27652266U,3133,2025-09-01 06:39:18,2025-09-01 06:41:40.005000090,bus
2025-09-01 06:39:21,15U,27633592U,1637,2025-09-01 06:39:21,2025-09-01 06:40:27.096638472,tram
2025-09-01 06:39:23,60U,27639099U,844,2025-09-01 06:39:23,2025-09-01 06:38:43.385925182,bus
2025-09-01 06:39:25,61U,27639232U,3024,2025-09-01 06:39:25,2025-09-01 06:38:31.238115658,bus
2025-09-01 06:39:33,45U,27646801U,2274,2025-09-01 06:39:33,2025-09-01 06:38:41.095565244,bus
2025-09-01 06:39:37,17U,27634161U,3298,2025-09-01 06:39:37,2025-09-01 06:40:01.613083438,bus
2025-09-01 06:39:41,2U,27558210U,472,2025-09-01 06:39:41,2025-09-01 06:40:53.488412288,bus
2025-09-01 06:39:42,43U,27568233U,2133,2025-09-01 06:39:42,2025-09-01 06:41:25.982268216,bus
2025-09-01 06:39:45,VE1U,27546051U,942,2025-09-01 06:39:45,2025-09-01 06:36:45.000000000,bus
2025-09-01 06:39:48,56U,27569019U,3021,2025-09-01 06:39:48,2025-09-01 06:42:33.320886420,bus
2025-09-01 06:39:50,18U,27634212U,3574,2025-09-01 06:39:50,2025-09-01 06:36:50.000000000,bus
2025-09-01 06:39:50,70U,27656194U,3592,2025-09-01 06:39:50,2025-09-01 06:41:25.144718516,bus
2025-09-01 06:39:57,16CSU,27652155U,3414,2025-09-01 06:39:57,2025-09-01 06:42:11.194244580,tram
2025-09-01 06:40:00,30U,27594205U,2091,2025-09-01 06:40:00,2025-09-01 06:39:02.582964948,bus
2025-09-01 06:40:00,4154E,1966667E,6429,2025-09-01 06:40:00,2025-09-01 06:44:53.845440246,bus
2025-09-01 06:40:00,45U,27646746U,2226,2025-09-01 06:40:00,2025-09-01 06:45:24.901887990,bus
2025-09-01 06:40:00,5318E,1965960E,6641,2025-09-01 06:40:00,2025-09-01 06:37:00.000000000,bus
2025-09-01 06:40:01,64U,27648873U,2843,2025-09-01 06:40:01,2025-09-01 06:37:01.000000000,bus
2025-09-01 06:40:15,67U,27657597U,1147,2025-09-01 06:40:15,2025-09-01 06:40:58.825399680,bus
2025-09-01 06:40:19,35U,27559291U,2523,2025-09-01 06:40:19,2025-09-01 06:48:48.584440882,bus
2025-09-01 06:40:19,61U,27569382U,877,2025-09-01 06:40:19,2025-09-01 06:38:40.775529838,bus
2025-09-01 06:40:30,77U,27650143U,1164,2025-09-01 06:40:30,2025-09-01 06:42:48.653090406,bus
2025-09-01 06:40:31,CP1U,27641859U,3655,2025-09-01 06:40:31,2025-09-01 06:44:57.442078372,bus
2025-09-01 06:40:35,4U,27550259U,1637,2025-09-01 06:40:35,2025-09-01 06:40:02.640251528,tram
2025-09-01 06:40:36,41U,27654062U,2021,2025-09-01 06:40:36,2025-09-01 06:40:30.883296402,bus
2025-09-01 06:40:39,35U,27559384U,3721,2025-09-01 06:40:39,2025-09-01 06:41:02.367778086,bus
2025-09-01 06:40:39,8U,27564368U,2662,2025-09-01 06:40:39,2025-09-01 06:43:12.235741680,bus
2025-09-01 06:40:43,4U,27645991U,1560,2025-09-01 06:40:43,2025-09-01 06:41:05.593259890,tram
2025-09-01 06:40:44,71U,27640453U,954,2025-09-01 06:40:44,2025-09-01 06:39:58.932444500,bus
2025-09-01 06:40:48,67U,27571789U,2514,2025-09-01 06:40:48,2025-09-01 06:43:13.188091764,bus
2025-09-01 06:40:48,71U,27649596U,1081,2025-09-01 06:40:48,2025-09-01 06:42:11.870874096,bus
2025-09-01 06:40:49,73U,27563818U,1328,2025-09-01 06:40:49,2025-09-01 06:43:35.760534916,bus
2025-09-01 06:40:52,10NU,27615068U,838,2025-09-01 06:40:52,2025-09-01 06:43:29.878122262,bus
2025-09-01 06:40:54,74U,27640713U,1361,2025-09-01 06:40:54,2025-09-01 06:45:12.242771322,bus
2025-09-01 06:41:00,13U,27643094U,3012,2025-09-01 06:41:00,2025-09-01 06:44:06.280580124,tram
2025-09-01 06:41:00,15U,27633554U,3184,2025-09-01 06:41:00,2025-09-01 06:39:54.232021128,tram
2025-09-01 06:41:00,METROU,22853540U,8648,2025-09-01 06:41:00,2025-09-01 06:40:33.537008046,metro
2025-09-01 06:41:04,63BU,27648759U,8909,2025-09-01 06:41:04,2025-09-01 06:41:57.566130052,bus
2025-09-01 06:41:09,58U,27638616U,1203,2025-09-01 06:41:09,2025-09-01 06:46:10.007743505,bus
2025-09-01 06:41:11,74U,27640727U,3089,2025-09-01 06:41:11,2025-09-01 06:45:20.312338394,bus
2025-09-01 06:41:16,16CDU,27617884U,1085,2025-09-01 06:41:16,2025-09-01 06:43:31.914767896,tram
2025-09-01 06:41:19,32U,27635408U,8060,2025-09-01 06:41:19,2025-09-01 06:47:51.088627270,bus
2025-09-01 06:41:21,26U,27644462U,1806,2025-09-01 06:41:21,2025-09-01 06:42:35.501384676,bus
2025-09-01 06:41:21,52U,27638134U,845,2025-09-01 06:41:21,2025-09-01 06:47:43.111424526,bus
2025-09-01 06:41:29,67U,27563204U,1166,2025-09-01 06:41:29,2025-09-01 06:46:03.478261910,bus
2025-09-01 06:41:30,15U,27557424U,3188,2025-09-01 06:41:30,2025-09-01 06:43:43.498749570,tram
2025-09-01 06:41:34,4168E,1967135E,7779,2025-09-01 06:41:34,2025-09-01 06:44:30.484916896,bus
2025-09-01 06:41:39,58BU,27569050U,1831,2025-09-01 06:41:39,2025-09-01 06:49:39.609135138,bus
2025-09-01 06:41:44,52U,27659476U,1293,2025-09-01 06:41:44,2025-09-01 06:41:29.949246824,bus
2025-09-01 06:41:45,92U,20757259U,1007,2025-09-01 06:41:45,2025-09-01 06:38:50.651558724,bus
2025-09-01 06:41:53,55U,27631102U,571,2025-09-01 06:41:53,2025-09-01 06:44:07.402966928,bus
